tag_cetd1.csv,63
tag_cetd10.csv,82
tag_cetd100.csv,88
tag_cetd11.csv,84
tag_cetd12.csv,85
tag_cetd13.csv,84
tag_cetd14.csv,86
tag_cetd15.csv,84
tag_cetd16.csv,84
tag_cetd17.csv,79
tag_cetd18.csv,84
tag_cetd19.csv,78
tag_cetd2.csv,80
tag_cetd20.csv,75
tag_cetd21.csv,77
tag_cetd22.csv,80
tag_cetd23.csv,80
tag_cetd24.csv,78
tag_cetd25.csv,84
tag_cetd26.csv,84
tag_cetd27.csv,82
tag_cetd28.csv,79
tag_cetd29.csv,83
tag_cetd3.csv,88
tag_cetd30.csv,80
tag_cetd31.csv,79
tag_cetd32.csv,79
tag_cetd33.csv,86
tag_cetd34.csv,81
tag_cetd35.csv,79
tag_cetd36.csv,81
tag_cetd37.csv,81
tag_cetd38.csv,80
tag_cetd39.csv,84
tag_cetd4.csv,80
tag_cetd40.csv,83
tag_cetd41.csv,85
tag_cetd42.csv,83
tag_cetd43.csv,86
tag_cetd44.csv,80
tag_cetd45.csv,87
tag_cetd46.csv,78
tag_cetd47.csv,79
tag_cetd48.csv,78
tag_cetd49.csv,84
tag_cetd5.csv,84
tag_cetd50.csv,79
tag_cetd51.csv,79
tag_cetd52.csv,85
tag_cetd53.csv,82
tag_cetd54.csv,82
tag_cetd55.csv,78
tag_cetd56.csv,80
tag_cetd57.csv,85
tag_cetd58.csv,81
tag_cetd59.csv,78
tag_cetd6.csv,82
tag_cetd60.csv,84
tag_cetd61.csv,77
tag_cetd62.csv,78
tag_cetd63.csv,85
tag_cetd64.csv,79
tag_cetd65.csv,79
tag_cetd66.csv,83
tag_cetd67.csv,82
tag_cetd68.csv,80
tag_cetd69.csv,80
tag_cetd7.csv,78
tag_cetd70.csv,81
tag_cetd71.csv,80
tag_cetd72.csv,86
tag_cetd73.csv,80
tag_cetd74.csv,83
tag_cetd75.csv,86
tag_cetd76.csv,76
tag_cetd77.csv,85
tag_cetd78.csv,84
tag_cetd79.csv,80
tag_cetd8.csv,86
tag_cetd80.csv,81
tag_cetd81.csv,78
tag_cetd82.csv,75
tag_cetd83.csv,81
tag_cetd84.csv,82
tag_cetd85.csv,81
tag_cetd86.csv,85
tag_cetd87.csv,79
tag_cetd88.csv,76
tag_cetd89.csv,78
tag_cetd9.csv,78
tag_cetd90.csv,78
tag_cetd91.csv,77
tag_cetd92.csv,80
tag_cetd93.csv,79
tag_cetd94.csv,87
tag_cetd95.csv,88
tag_cetd96.csv,82
tag_cetd97.csv,76
tag_cetd98.csv,77
tag_cetd99.csv,86
