tag_cetd4.csv,57
rnd_tag11.csv,256
tag_cetd1.csv,5
rnd_tag8.csv,256
rnd_tag16.csv,1
tag_cetd14.csv,16
tag_cetd8.csv,128
rnd_tag14.csv,32
rnd_tag3.csv,8
tag_cetd13.csv,1
rnd_tag7.csv,32
rnd_tag4.csv,64
tag_cetd10.csv,16
tag_cetd12.csv,163
rnd_tag6.csv,64
tag_cetd16.csv,1
rnd_tag0.csv,1
rnd_tag13.csv,1
rnd_tag9.csv,32
tag_cetd6.csv,64
tag_cetd15.csv,8
rnd_tag10.csv,16
tag_cetd3.csv,8
rnd_tag2.csv,80
rnd_tag12.csv,256
tag_cetd7.csv,32
rnd_tag5.csv,2
rnd_tag15.csv,14
tag_cetd11.csv,219
tag_cetd9.csv,32
rnd_tag1.csv,10
tag_cetd5.csv,2
tag_cetd0.csv,1
tag_cetd2.csv,29
