tag_cetd_16,1
tag_cetd_14,90
tag_cetd_15,15
tag_cetd_12,252
tag_cetd_13,215
tag_cetd_10,254
tag_cetd_11,254
tag_cetd_8,254
tag_cetd_9,253
tag_cetd_4,251
tag_cetd_5,254
tag_cetd_6,254
tag_cetd_7,254
tag_cetd_0,1
tag_cetd_1,15
tag_cetd_2,90
tag_cetd_3,216
rnd_tag_1,15
rnd_tag_0,1
rnd_tag_3,226
rnd_tag_2,95
rnd_tag_5,255
rnd_tag_4,253
rnd_tag_7,254
rnd_tag_6,255
rnd_tag_9,254
rnd_tag_8,255
rnd_tag_11,255
rnd_tag_10,255
rnd_tag_13,225
rnd_tag_12,254
rnd_tag_15,15
rnd_tag_14,95
rnd_tag_16,1
