tag_cetd_16,1
tag_cetd_14,29
tag_cetd_15,8
tag_cetd_12,99
tag_cetd_13,64
tag_cetd_10,127
tag_cetd_11,120
tag_cetd_8,128
tag_cetd_9,128
tag_cetd_4,99
tag_cetd_5,120
tag_cetd_6,127
tag_cetd_7,128
tag_cetd_0,1
tag_cetd_1,8
tag_cetd_2,29
tag_cetd_3,64
rnd_tag_1,15
rnd_tag_0,1
rnd_tag_3,227
rnd_tag_2,95
rnd_tag_5,256
rnd_tag_4,255
rnd_tag_7,256
rnd_tag_6,256
rnd_tag_9,256
rnd_tag_8,256
rnd_tag_11,256
rnd_tag_10,256
rnd_tag_13,227
rnd_tag_12,255
rnd_tag_15,15
rnd_tag_14,95
rnd_tag_16,1
